date,operator,flight_phase,flight_type,country,region,total_on_board,crew_on_board,crew_fatalities,passengers_on_board,passenger_fatalities,total_fatalities,total_survivors,crash_cause
1974-12-04 00:00:00,Philippine Air Force - Hukbong Himpapawid NG Pilipinas,Landing (descent or approach),Military / Government,Philippines,Asia,7,1,1,6,6,7,0,Unknown
1974-12-14 00:00:00,Aeroflot - Russian International Airlines,Takeoff (climb),Commercial,Uzbekistan,Asia,19,4,0,15,7,7,12,Technical Failure
1975-01-09 00:00:00,United States Air Force - USAF,Landing (descent or approach),Military / Government,United States of America,North America,7,5,5,2,2,7,0,Human Factor
1975-01-12 00:00:00,Paul B. Jatkoe,Flight,Business,United States of America,North America,7,2,2,5,5,7,0,Weather
1975-07-31 00:00:00,Chilean Air Force - Fuerza Aérea de Chile,Flight,Operational,Chile,South America,7,3,3,4,4,7,0,Human Factor
1975-09-30 00:00:00,Northern Thunderbird Air - NT Air,Takeoff (climb),Commercial,Canada,North America,7,2,2,5,5,7,0,Unknown
1976-01-08 00:00:00,Philippine Aerotransport,,Commercial,Philippines,Asia,7,2,2,5,5,7,0,Unknown
1976-01-18 00:00:00,Frigorifico Maniqui,Landing (descent or approach),Operational,Bolivia,South America,10,3,3,7,4,7,3,Technical Failure
1976-01-22 00:00:00,Transbrasil,Takeoff (climb),Commercial,Brazil,South America,9,2,2,7,5,7,2,Unknown
1976-04-08 00:00:00,North Sound Aviation,Landing (descent or approach),Commercial,United States of America,North America,7,1,1,6,6,7,0,Human Factor
1976-05-31 00:00:00,Michael D. McGee,Landing (descent or approach),Business,United States of America,North America,7,1,1,6,6,7,0,Human Factor
1976-09-26 00:00:00,Servicios Pecas de Aviones,Landing (descent or approach),Business,Brazil,South America,7,2,2,5,5,7,0,Human Factor
1976-12-17 00:00:00,Aeroflot - Russian International Airlines,Takeoff (climb),Operational,Russia,Asia,7,3,3,4,4,7,0,Human Factor
1976-12-22 00:00:00,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Flight,Specialised Services,Russia,Asia,7,7,7,0,0,7,0,Human Factor
1977-01-17 00:00:00,Turkish Air Force - Türk Hava Kuvvetleri,Flight,Military / Government,Turkey,Asia,7,7,7,0,0,7,0,Unknown
1977-02-10 00:00:00,United States Army,Flight,Military / Government,United States of America,North America,7,2,2,5,5,7,0,Unknown
1977-04-01 00:00:00,EA Miller Inc.,Flight,Business,United States of America,North America,7,1,1,6,6,7,0,Human Factor
1977-04-05 00:00:00,Mount Victory Flying Service,Landing (descent or approach),Business,United States of America,North America,8,1,1,7,6,7,1,Technical Failure
1977-08-27 00:00:00,Terminal Ice %26 Cold Storage Company,Flight,Business,United States of America,North America,7,2,2,5,5,7,0,Technical Failure
1977-08-30 00:00:00,MSP - Ministerstvo Sudostroitelnoi Promyshlennosti,Flight,Military / Government,Russia,Asia,7,5,5,2,2,7,0,Technical Failure
1977-09-04 00:00:00,Aeroflot - Russian International Airlines,Flight,Business,Russia,Asia,7,3,3,4,4,7,0,Technical Failure
1977-10-01 00:00:00,Kenmore Air,Flight,Commercial,United States of America,North America,7,1,1,6,6,7,0,Human Factor
1977-11-05 00:00:00,Aeroflot - Russian International Airlines,Flight,Commercial,Russia,Asia,7,2,2,5,5,7,0,Human Factor
1977-11-15 00:00:00,Cessna Aircraft Company,Flight,Operational,United States of America,North America,7,1,1,6,6,7,0,Other
1977-12-22 00:00:00,Private Canadian,Flight,Business,United States of America,North America,7,1,1,6,6,7,0,Weather
1978-01-05 00:00:00,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Landing (descent or approach),Military / Government,Kazakhstan,Asia,9,5,3,4,4,7,2,Human Factor
1978-02-02 00:00:00,Royal Thai Air Force - Kong Thap Akat Thai,Flight,Military / Government,Thailand,Asia,7,1,1,6,6,7,0,Unknown
1978-02-28 00:00:00,Security Air Transport,Flight,Commercial,United States of America,North America,7,3,3,4,4,7,0,Human Factor
1978-03-04 00:00:00,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Takeoff (climb),Military / Government,Russia,Asia,7,6,6,1,1,7,0,Technical Failure
1978-04-26 00:00:00,United States Navy - USN,Flight,Operational,Portugal,Europe,7,7,7,0,0,7,0,Unknown
1978-04-28 00:00:00,United States Air Force - USAF,Landing (descent or approach),Military / Government,United States of America,North America,7,5,5,2,2,7,0,Unknown
1978-07-14 00:00:00,Ecuavia,Takeoff (climb),Commercial,Ecuador,South America,7,1,1,6,6,7,0,Unknown
1978-08-28 00:00:00,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Flight,Military / Government,Norway,Europe,7,7,7,0,0,7,0,Unknown
1978-09-23 00:00:00,Connie E. Bowman,Flight,Business,United States of America,North America,7,1,1,6,6,7,0,Human Factor
1978-12-06 00:00:00,Mexican Air Force - Fuerza Aérea Mexicana,Takeoff (climb),Military / Government,United States of America,North America,7,4,4,3,3,7,0,Technical Failure
1978-12-09 00:00:00,Aeroflot - Russian International Airlines,Takeoff (climb),Operational,Russia,Asia,7,5,5,2,2,7,0,Other
1979-04-26 00:00:00,Bolivian Air Force - Fuerza Aérea Boliviana,Takeoff (climb),Military / Government,Bolivia,South America,7,2,2,5,5,7,0,Unknown
1979-07-12 00:00:00,Soldotna Air Service,Takeoff (climb),Commercial,United States of America,North America,7,1,1,6,6,7,0,Technical Failure
1979-08-03 00:00:00,Turbine Aircraft Parts,Flight,Business,United States of America,North America,7,1,1,6,6,7,0,Technical Failure
1979-08-30 00:00:00,Trans-Provincial Airlines - TPA,Flight,Commercial,Canada,North America,10,2,2,8,5,7,3,Unknown
1979-11-23 00:00:00,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Landing (descent or approach),Operational,Belarus,Europe,7,7,7,0,0,7,0,Technical Failure
1979-12-16 00:00:00,A. H. Cowley %26 Associates,Takeoff (climb),Business,United States of America,North America,7,1,1,6,6,7,0,Weather
1980-02-16 00:00:00,Redcoat Air Cargo,Takeoff (climb),Operational,United States of America,North America,8,5,4,3,3,7,1,Weather
1980-02-23 00:00:00,Proform,Landing (descent or approach),Business,United States of America,North America,7,1,1,6,6,7,0,Human Factor
1980-03-21 00:00:00,Eagle Commuter Airlines,Takeoff (climb),Commercial,United States of America,North America,10,2,2,8,5,7,3,Technical Failure
1980-05-13 00:00:00,Votec Taxi Aéreo,Flight,Military / Government,Brazil,South America,7,1,1,6,6,7,0,Unknown
1980-09-21 00:00:00,Cavalier Air Force,Flight,Operational,United Kingdom,Europe,7,1,1,6,6,7,0,Unknown
1980-10-17 00:00:00,Établissements Économiques du Casino,Landing (descent or approach),Business,France,Europe,7,2,2,5,5,7,0,Unknown
1980-11-03 00:00:00,Aero Express - Guatemala,Landing (descent or approach),Commercial,Guatemala,Central America,7,2,2,5,5,7,0,Unknown
1980-12-04 00:00:00,Private Venezuelan,Takeoff (climb),Military / Government,Portugal,Europe,7,2,2,5,5,7,0,Human Factor
1981-01-20 00:00:00,Cascade Airways,Landing (descent or approach),Commercial,United States of America,North America,9,2,2,7,5,7,2,Human Factor
1981-02-07 00:00:00,S. A. International Trading Company,Landing (descent or approach),Business,United States of America,North America,7,2,2,5,5,7,0,Human Factor
1981-04-06 00:00:00,Urcupina,Flight,Operational,Bolivia,South America,7,3,3,4,4,7,0,Human Factor
1981-07-31 00:00:00,Panamanian Air Force - Fuerza Aérea Panameña,Flight,Military / Government,Panama,Central America,7,2,2,5,5,7,0,Human Factor
1981-09-21 00:00:00,United States Air Force - USAF,Landing (descent or approach),Military / Government,United States of America,North America,70,9,0,61,7,7,63,Human Factor
1981-11-18 00:00:00,Aldora Corporation,Landing (descent or approach),Business,United States of America,North America,7,2,2,5,5,7,0,Human Factor
1982-01-21 00:00:00,French Navy,Takeoff (climb),Operational,New Caledonia,Oceania,7,7,7,0,0,7,0,Human Factor
1982-01-24 00:00:00,Vernon L. Meyer,Landing (descent or approach),Business,United States of America,North America,7,2,2,5,5,7,0,Human Factor
1982-01-25 00:00:00,TAROM - Transporturile Aeriene Române,Landing (descent or approach),Operational,Romania,Europe,7,7,7,0,0,7,0,Technical Failure
1982-02-19 00:00:00,Sandinist Air Force - Fuerza Aérea Sandinista,Flight,Military / Government,Nicaragua,Central America,7,2,2,5,5,7,0,Unknown
1982-05-05 00:00:00,Texas Aero,Flight,Business,United States of America,North America,7,1,1,6,6,7,0,Human Factor
1982-05-12 00:00:00,United States Air Force - USAF,Flight,Operational,United States of America,North America,7,7,7,0,0,7,0,Technical Failure
1982-06-01 00:00:00,Argentinian Air Force - Fuerza Aérea Argentina,Flight,Military / Government,Falkland Islands,South America,7,7,7,0,0,7,0,Terrorism
1982-08-31 00:00:00,Private German,Flight,Business,Austria,Europe,7,1,1,6,6,7,0,Unknown
1982-09-16 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Kazakhstan,Asia,7,2,2,5,5,7,0,Human Factor
1982-09-24 00:00:00,Royal Malaysian Air Force - Tentera Udara Diraja Malaysia,Flight,Military / Government,Malaysia,Asia,7,7,7,0,0,7,0,Unknown
1982-09-29 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Luxembourg,Europe,77,11,0,66,7,7,70,Technical Failure
1982-11-16 00:00:00,Royal Canadian Air Force - RCAF,Landing (descent or approach),Operational,Canada,North America,7,7,7,0,0,7,0,Technical Failure
1983-04-11 00:00:00,United States Air Force - USAF,Flight,Military / Government,United States of America,North America,7,7,7,0,0,7,0,Human Factor
1983-06-05 00:00:00,Linair Express,Flight,Business,South Africa,Africa,9,1,1,8,6,7,2,Human Factor
1983-06-21 00:00:00,Air Mali,Landing (descent or approach),Commercial,Mali,Africa,7,2,2,5,5,7,0,Unknown
1983-07-26 00:00:00,Bali International Air Service,Landing (descent or approach),Commercial,Indonesia,Asia,11,2,2,9,5,7,4,Unknown
1983-08-28 00:00:00,Transamerica Airlines,Landing (descent or approach),Operational,Angola,Africa,7,4,4,3,3,7,0,Human Factor
1983-09-02 00:00:00,Central Mountain Air Services,Landing (descent or approach),Commercial,Canada,North America,7,1,1,6,6,7,0,Unknown
1983-10-07 00:00:00,TAM Brasil - Taxi Aéreo Marilia - Transportes Aéreos Regionais,Landing (descent or approach),Commercial,Brazil,South America,15,2,2,13,5,7,8,Human Factor
1983-10-08 00:00:00,Private Colombian,Takeoff (climb),Humanitarian,Colombia,South America,7,3,3,4,4,7,0,Unknown
1983-10-08 00:00:00,Private Colombian,Takeoff (climb),Humanitarian,Colombia,South America,7,3,3,4,4,7,0,Unknown
1983-11-18 00:00:00,Aeroflot - Russian International Airlines,Landing (descent or approach),Commercial,Georgia,Asia,66,7,3,59,4,7,59,Terrorism
1984-03-24 00:00:00,Central Intelligence Agency - CIA,Flight,Operational,Costa Rica,Central America,7,2,2,5,5,7,0,Unknown
1984-05-05 00:00:00,Private Mexican,Landing (descent or approach),Business,Mexico,Central America,7,2,2,5,5,7,0,Human Factor
1984-06-27 00:00:00,Austrian Air Force - Österreichische Luftstreitkräfte,Takeoff (climb),Operational,Austria,Europe,7,1,1,6,6,7,0,Human Factor
1984-09-12 00:00:00,Transportes Aéreos Neuquén,Takeoff (climb),Humanitarian,Argentina,South America,7,2,2,5,5,7,0,Human Factor
1984-10-09 00:00:00,Nahanni Air Services,Landing (descent or approach),Commercial,Canada,North America,7,2,2,5,5,7,0,Human Factor
1984-10-13 00:00:00,Confederate Air Force,Flight,Specialised Services,United States of America,North America,10,3,1,7,6,7,3,Human Factor
1984-11-23 00:00:00,French Air Force - Armée de l'Air,Flight,Operational,France,Europe,7,7,7,0,0,7,0,Human Factor
1984-12-12 00:00:00,France Europe Avia Jet,Landing (descent or approach),Commercial,France,Europe,7,2,2,5,5,7,0,Human Factor
1985-04-11 00:00:00,Yacimientos Petroliferos Fiscales Argentinas - YPFA,Landing (descent or approach),Business,Argentina,South America,7,2,2,5,5,7,0,Human Factor
1985-06-24 00:00:00,Brazilian Air Force - Força Aérea Brasileira,Landing (descent or approach),Operational,Brazil,South America,7,7,7,0,0,7,0,Human Factor
1985-07-26 00:00:00,Russian Government,Flight,Military / Government,Russia,Asia,7,7,7,0,0,7,0,Unknown
1985-08-27 00:00:00,United States Air Force - USAF,Landing (descent or approach),Operational,United States of America,North America,7,7,7,0,0,7,0,Human Factor
1985-11-25 00:00:00,Iowa State University,Landing (descent or approach),Business,United States of America,North America,7,1,1,6,6,7,0,Weather
1985-12-13 00:00:00,Aviones de Panama,Flight,Commercial,Panama,Central America,7,1,1,6,6,7,0,Human Factor
1985-12-26 00:00:00,South American Placers of Peru,Flight,Commercial,Peru,South America,7,2,2,5,5,7,0,Unknown
1985-12-31 00:00:00,Century Equipment,Landing (descent or approach),Business,United States of America,North America,9,2,0,7,7,7,2,Technical Failure
1985-12-31 00:00:00,Federal Government of Nigeria,Landing (descent or approach),Military / Government,Nigeria,Africa,7,2,2,5,5,7,0,Human Factor
1986-01-02 00:00:00,Outdoor Aviation,Takeoff (climb),Commercial,New Zealand,Oceania,7,1,1,6,6,7,0,Technical Failure
1986-02-03 00:00:00,Club Aéreo del Personal de Carabineros,Takeoff (climb),Military / Government,Chile,South America,7,2,2,5,5,7,0,Unknown
1986-03-25 00:00:00,Indian Air Force - Bharatiya Vayu Sena,Flight,Operational,World,World,7,3,3,4,4,7,0,Unknown
1986-04-04 00:00:00,Drayton Associates,Flight,Business,United States of America,North America,7,2,2,5,5,7,0,Weather
1986-04-04 00:00:00,Sudanese Air Force - Al Quwwat al-Jawwiya As-Sudaniya,Flight,Military / Government,South Sudan,Africa,14,2,2,12,5,7,7,Unknown
1986-04-29 00:00:00,Peruvian Navy - Aviación Naval,Flight,Military / Government,Peru,South America,7,7,7,0,0,7,0,Unknown
1986-05-18 00:00:00,Argentinian Navy - Armada Argentina,Flight,Military / Government,Argentina,South America,7,2,2,5,5,7,0,Unknown
1986-08-28 00:00:00,Denver Air Center,Takeoff (climb),Commercial,United States of America,North America,7,1,1,6,6,7,0,Human Factor
1986-10-11 00:00:00,Carlos de Lima Lozada,Takeoff (climb),Business,Venezuela,South America,7,2,2,5,5,7,0,Technical Failure
1987-05-25 00:00:00,Missionary Aviation Fellowship - MAF,Landing (descent or approach),Commercial,Indonesia,Asia,30,2,2,28,5,7,23,Unknown
1988-08-31 00:00:00,CAAC - Civil Aviation Administration of China,Landing (descent or approach),Commercial,China,Asia,89,11,6,78,1,7,82,Human Factor
1988-09-12 00:00:00,Transportes Aéreos Mercantiles Ecuatorianos - TAME,Takeoff (climb),Operational,Ecuador,South America,7,7,7,0,0,7,0,Technical Failure
1988-11-17 00:00:00,JC Air,Takeoff (climb),Commercial,France,Europe,7,1,1,6,6,7,0,Human Factor
1988-12-12 00:00:00,Yugoslav Air Force - Ratno Vazduhoplovstvo i Protivvazdušna Odbrana,Landing (descent or approach),Humanitarian,Armenia,Asia,7,7,7,0,0,7,0,Human Factor
1989-02-24 00:00:00,Predator,Landing (descent or approach),Commercial,Finland,Europe,8,1,1,7,6,7,1,Human Factor
1989-04-22 00:00:00,Private German,Flight,Business,Germany,Europe,7,1,1,6,6,7,0,Human Factor
1989-08-10 00:00:00,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Flight,Operational,Russia,Asia,7,7,7,0,0,7,0,Technical Failure
1989-09-11 00:00:00,Cuban Air Force - Fuerzas Armadas Revolucionaras,Landing (descent or approach),Operational,Cuba,Central America,8,8,7,0,0,7,1,Unknown
1989-09-26 00:00:00,Skylink Airlines,Landing (descent or approach),Commercial,Canada,North America,7,2,2,5,5,7,0,Human Factor
1989-11-30 00:00:00,Procuraduría General de la República,Takeoff (climb),Military / Government,Mexico,Central America,7,2,2,5,5,7,0,Unknown
1989-12-28 00:00:00,TAROM - Transporturile Aeriene Române,Flight,Humanitarian,Romania,Europe,7,6,6,1,1,7,0,Terrorism
1989-12-30 00:00:00,Air Fiordland,Flight,Commercial,New Zealand,Oceania,7,1,1,6,6,7,0,Human Factor
1990-01-19 00:00:00,Eastman Kodak,Landing (descent or approach),Business,United States of America,North America,7,2,2,5,5,7,0,Human Factor
1990-03-18 00:00:00,SAHSA - Servicios Aéreos de Honduras SA,Landing (descent or approach),Commercial,Honduras,Central America,32,3,1,29,6,7,25,Weather
1990-03-21 00:00:00,Aerocauca Colombia - Aerovias del Cauca,Flight,Specialised Services,Colombia,South America,7,2,2,5,5,7,0,Unknown
1990-04-26 00:00:00,Manila Aero Transport System - MATS,Takeoff (climb),Operational,Philippines,Asia,24,2,0,22,7,7,17,Technical Failure
1990-05-05 00:00:00,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Flight,Military / Government,Russia,Asia,7,7,7,0,0,7,0,Unknown
1990-05-30 00:00:00,Taboca Mining Company,Landing (descent or approach),Business,Brazil,South America,7,2,2,5,5,7,0,Human Factor
1991-03-18 00:00:00,Consul Táxi Aéreo,Landing (descent or approach),Commercial,Brazil,South America,7,2,2,5,5,7,0,Unknown
1991-05-13 00:00:00,Air Grand Canyon,Flight,Commercial,United States of America,North America,7,1,1,6,6,7,0,Technical Failure
1991-09-16 00:00:00,LACOL Colombia - Lineas Aéreas Colombianas,Landing (descent or approach),Operational,Colombia,South America,7,3,3,4,4,7,0,Human Factor
1991-10-08 00:00:00,FBG - Fahrzeugbetriebesgesellschaft,Landing (descent or approach),Commercial,Germany,Europe,7,1,1,6,6,7,0,Technical Failure
1991-10-29 00:00:00,AZAL-Agro,Flight,Commercial,Azerbaijan,Asia,7,2,2,5,5,7,0,Terrorism
1992-01-11 00:00:00,George N. Derenia,Takeoff (climb),Business,United States of America,North America,7,1,1,6,6,7,0,Human Factor
1992-01-26 00:00:00,Rally Parts,Flight,Commercial,Kenya,Africa,7,1,1,6,6,7,0,Other
1992-01-27 00:00:00,Air Rainbow,Takeoff (climb),Commercial,Canada,North America,9,1,1,8,6,7,2,Weather
1992-02-16 00:00:00,Andrew %26 Williamson Sales Company,Landing (descent or approach),Commercial,United States of America,North America,7,2,2,5,5,7,0,Human Factor
1992-03-24 00:00:00,Golden Star Air Cargo,Landing (descent or approach),Operational,Greece,Europe,7,3,3,4,4,7,0,Human Factor
